cycle_lr,cycle_lr-momentum,step,train_loss,train_mse,epoch,val_loss,val_pearson,val_spearman,train_pearson,train_spearman
,,3499,1.0074677467346191,2.3667585849761963,0,,,,0.7260178923606873,0.7394192218780518
0.0004543789714192602,0.9,3549,,,,,,,,
,,3549,1.0793869495391846,2.771322727203369,0,,,,0.7260178923606873,0.7394192218780518
0.0004614631186107736,0.9,3599,,,,,,,,
,,3599,1.019700050354004,2.4133458137512207,0,,,,0.7260178923606873,0.7394192218780518
0.0004686388812391168,0.9,3649,,,,,,,,
,,3649,1.0159766674041748,2.5461978912353516,0,,,,0.7260178923606873,0.7394192218780518
0.0004759059518928835,0.9,3699,,,,,,,,
,,3699,1.0560343265533447,2.6863903999328613,0,,,,0.7260178923606873,0.7394192218780518
0.00048326401924900925,0.9,3749,,,,,,,,
,,3749,1.098022699356079,2.9616897106170654,0,,,,0.7260178923606873,0.7394192218780518
0.0004907127680861137,0.9,3799,,,,,,,,
,,3799,1.0703319311141968,2.86551570892334,0,,,,0.7260178923606873,0.7394192218780518
0.0004982518792979937,0.9,3849,,,,,,,,
,,3849,1.02671217918396,2.410022735595703,0,,,,0.7260178923606873,0.7394192218780518
0.0005058810299073038,0.9,3899,,,,,,,,
,,3899,1.0912851095199585,2.9569785594940186,0,,,,0.7260178923606873,0.7394192218780518
0.0005135998930793874,0.9,3949,,,,,,,,
,,3949,1.0744372606277466,2.766900062561035,0,,,,0.7260178923606873,0.7394192218780518
0.000521408138136282,0.9,3999,,,,,,,,
,,3999,1.0591261386871338,2.6242799758911133,0,,,,0.7260178923606873,0.7394192218780518
,,3999,,,0,2.6127562522888184,0.732866644859314,0.7470786571502686,,
0.0005293054305708818,0.9,4049,,,,,,,,
,,4049,1.006277322769165,2.362558126449585,0,,,,0.732696533203125,0.7464984655380249
0.000537291432061271,0.9,4099,,,,,,,,
,,4099,1.0558936595916748,2.588850259780884,0,,,,0.732696533203125,0.7464984655380249
0.0005453658004852136,0.9,4149,,,,,,,,
,,4149,1.0184569358825684,2.3579509258270264,0,,,,0.732696533203125,0.7464984655380249
0.0005535281899348172,0.9,4199,,,,,,,,
,,4199,1.016265630722046,2.351649761199951,0,,,,0.732696533203125,0.7464984655380249
0.0005617782507313434,0.9,4249,,,,,,,,
,,4249,1.0472755432128906,2.585477590560913,0,,,,0.732696533203125,0.7464984655380249
0.0005701156294401957,0.9,4299,,,,,,,,
,,4299,1.0673928260803223,2.626390218734741,0,,,,0.732696533203125,0.7464984655380249
0.0005785399688860542,0.9,4349,,,,,,,,
,,4349,1.0640908479690552,2.4800453186035156,0,,,,0.732696533203125,0.7464984655380249
0.0005870509081681808,0.9,4399,,,,,,,,
,,4399,1.0645780563354492,2.7942185401916504,0,,,,0.732696533203125,0.7464984655380249
0.0005956480826758807,0.9,4449,,,,,,,,
,,4449,1.1006882190704346,3.0913681983947754,0,,,,0.732696533203125,0.7464984655380249
0.000604331124104119,0.9,4499,,,,,,,,
,,4499,1.0125200748443604,2.3863682746887207,0,,,,0.732696533203125,0.7464984655380249
0.0006130996604693031,0.9,4549,,,,,,,,
,,4549,1.057692050933838,2.7052602767944336,0,,,,0.732696533203125,0.7464984655380249
0.0006219533161252169,0.9,4599,,,,,,,,
,,4599,1.0403602123260498,2.566361904144287,0,,,,0.732696533203125,0.7464984655380249
0.000630891711779112,0.9,4649,,,,,,,,
,,4649,1.0101145505905151,2.3745803833007812,0,,,,0.732696533203125,0.7464984655380249
0.0006399144645079565,0.9,4699,,,,,,,,
,,4699,1.0155960321426392,2.367537260055542,0,,,,0.732696533203125,0.7464984655380249
0.0006490211877748448,0.9,4749,,,,,,,,
,,4749,0.9860447645187378,2.352411985397339,0,,,,0.732696533203125,0.7464984655380249
0.0006582114914455515,0.9,4799,,,,,,,,
,,4799,1.014891266822815,2.4288721084594727,0,,,,0.732696533203125,0.7464984655380249
0.000667484981805245,0.9,4849,,,,,,,,
,,4849,1.0715363025665283,2.81134033203125,0,,,,0.732696533203125,0.7464984655380249
0.0006768412615753587,0.9,4899,,,,,,,,
,,4899,1.0521059036254883,2.669088363647461,0,,,,0.732696533203125,0.7464984655380249
0.0006862799299306045,0.9,4949,,,,,,,,
,,4949,1.041910171508789,2.5242862701416016,0,,,,0.732696533203125,0.7464984655380249
0.0006958005825161498,0.9,4999,,,,,,,,
,,4999,1.086374044418335,3.2220993041992188,0,,,,0.732696533203125,0.7464984655380249
,,4999,,,0,2.5379104614257812,0.7402302622795105,0.7551578283309937,,
0.000705402811464936,0.9,5049,,,,,,,,
,,5049,1.0453604459762573,2.7395966053009033,0,,,,0.7363782525062561,0.7503980994224548
0.0007150862054151564,0.9,5099,,,,,,,,
,,5099,1.017853021621704,2.5486080646514893,0,,,,0.7363782525062561,0.7503980994224548
0.0007248503495278719,0.9,5149,,,,,,,,
,,5149,1.0393292903900146,2.724987506866455,0,,,,0.7363782525062561,0.7503980994224548
0.0007346948255047897,0.9,5199,,,,,,,,
,,5199,1.0543782711029053,2.597712993621826,0,,,,0.7363782525062561,0.7503980994224548
0.0007446192116061798,0.9,5249,,,,,,,,
,,5249,1.0504002571105957,2.649806022644043,0,,,,0.7363782525062561,0.7503980994224548
0.0007546230826689431,0.9,5299,,,,,,,,
,,5299,1.0629314184188843,2.618579864501953,0,,,,0.7363782525062561,0.7503980994224548
0.0007647060101248259,0.9,5349,,,,,,,,
,,5349,1.051705241203308,2.644240617752075,0,,,,0.7363782525062561,0.7503980994224548
0.0007748675620187781,0.9,5399,,,,,,,,
,,5399,1.08030104637146,2.8446621894836426,0,,,,0.7363782525062561,0.7503980994224548
0.0007851073030274627,0.9,5449,,,,,,,,
,,5449,0.9933680891990662,2.3700320720672607,0,,,,0.7363782525062561,0.7503980994224548
0.0007954247944778987,0.9,5499,,,,,,,,
,,5499,1.0369194746017456,2.4864890575408936,0,,,,0.7363782525062561,0.7503980994224548
0.0008058195943662586,0.9,5549,,,,,,,,
,,5549,0.9985747337341309,2.341646671295166,0,,,,0.7363782525062561,0.7503980994224548
0.000816291257376805,0.9,5599,,,,,,,,
,,5599,1.0182777643203735,2.5177721977233887,0,,,,0.7363782525062561,0.7503980994224548
0.0008268393349009622,0.9,5649,,,,,,,,
,,5649,1.0361499786376953,2.5624756813049316,0,,,,0.7363782525062561,0.7503980994224548
0.0008374633750565389,0.9,5699,,,,,,,,
,,5699,1.0420424938201904,2.496155261993408,0,,,,0.7363782525062561,0.7503980994224548
0.00084816292270709,0.9,5749,,,,,,,,
,,5749,1.0457130670547485,2.6222546100616455,0,,,,0.7363782525062561,0.7503980994224548
0.0008589375194814064,0.9,5799,,,,,,,,
,,5799,1.0337291955947876,2.525508165359497,0,,,,0.7363782525062561,0.7503980994224548
0.0008697867037931583,0.9,5849,,,,,,,,
,,5849,1.0268034934997559,2.39497971534729,0,,,,0.7363782525062561,0.7503980994224548
0.000880710010860669,0.9,5899,,,,,,,,
,,5899,1.0721094608306885,2.7629482746124268,0,,,,0.7363782525062561,0.7503980994224548
0.0008917069727268226,0.9,5949,,,,,,,,
,,5949,1.037426233291626,2.4416189193725586,0,,,,0.7363782525062561,0.7503980994224548
0.000902777118279117,0.9,5999,,,,,,,,
,,5999,1.0641767978668213,2.660167694091797,0,,,,0.7363782525062561,0.7503980994224548
